movieId,title,genres,movie_url,poster,director
902,Breakfast at Tiffany's (1961),Drama|Romance,https://www.imdb.com/title/tt0054698/,"https://m.media-amazon.com/images/M/MV5BNGEwMTRmZTQtMDY4Ni00MTliLTk5ZmMtOWMxYWMyMTllMDg0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Blake Edwards
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,https://www.imdb.com/title/tt0052357/,"https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Alfred Hitchcock
904,Rear Window (1954),Mystery|Thriller,https://www.imdb.com/title/tt0047396/,"https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",Alfred Hitchcock
905,It Happened One Night (1934),Comedy|Romance,https://www.imdb.com/title/tt0025316/,"https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Frank Capra
906,Gaslight (1944),Drama|Thriller,https://www.imdb.com/title/tt0036855/,"https://m.media-amazon.com/images/M/MV5BNTI0Y2Q1YjAtZTJhOS00NTZjLTk5ZWItNzJiMTM1NGVjZThlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",George Cukor
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,https://www.imdb.com/title/tt0025164/,"https://m.media-amazon.com/images/M/MV5BYjNhYTQ5MmEtNjAyNS00MDYwLThkMmQtNzAxY2JhNjM3NGI2XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UY268_CR5,0,182,268_AL__QL50.jpg",Mark Sandrich
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,https://www.imdb.com/title/tt0053125/,"https://m.media-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Alfred Hitchcock
909,"Apartment, The (1960)",Comedy|Drama|Romance,https://www.imdb.com/title/tt1819509/,"https://m.media-amazon.com/images/M/MV5BNDkwMTY4MDIwM15BMl5BanBnXkFtZTcwODc4MDk2Nw@@._V1_UY268_CR9,0,182,268_AL__QL50.jpg",Nahnatchka Khan
910,Some Like It Hot (1959),Comedy|Crime,https://www.imdb.com/title/tt0053291/,"https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Billy Wilder
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,https://www.imdb.com/title/tt0056923/,"https://m.media-amazon.com/images/M/MV5BMTA0Y2UyMDUtZGZiOS00ZmVkLTg3NmItODQyNTY1ZjU1MWE4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Stanley Donen
912,Casablanca (1942),Drama|Romance,https://www.imdb.com/title/tt0034583/,"https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Michael Curtiz
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,https://www.imdb.com/title/tt11681938/,"https://m.media-amazon.com/images/M/MV5BODNkYTQzYzEtODVlZS00MWU2LTk0MzgtMGM2ZjE0YzQ4YTQ2XkEyXkFqcGdeQXVyODE1OTI0Mjg@._V1_UY268_CR147,0,182,268_AL__QL50.jpg",James Rolfe
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,https://www.imdb.com/title/tt0058385/,"https://m.media-amazon.com/images/M/MV5BNGM0ZTU3NmItZmRmMy00YWNjLWEzMWItYzg3MzcwZmM5NjdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UY268_CR6,0,182,268_AL__QL50.jpg",George Cukor
915,Sabrina (1954),Comedy|Romance,https://www.imdb.com/title/tt0047437/,"https://m.media-amazon.com/images/M/MV5BYmFlNTA1NWItODQxNC00YjFmLWE3ZWYtMzg3YTkwYmMxMjY2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Billy Wilder
916,Roman Holiday (1953),Comedy|Drama|Romance,https://www.imdb.com/title/tt0046250/,"https://m.media-amazon.com/images/M/MV5BMTE2MDM4MTMtZmNkZC00Y2QyLWE0YjUtMTAxZGJmODMxMDM0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",William Wyler
917,"Little Princess, The (1939)",Children|Drama,https://www.imdb.com/title/tt8630140/,https://www.fcmlindia.com/images/fifty-days-campaign/no-image.jpg,NA
918,Meet Me in St. Louis (1944),Musical,https://www.imdb.com/title/tt0037059/,"https://m.media-amazon.com/images/M/MV5BMzkwNzE4MjEtZDcxNi00YmE5LWFmZmQtZGY1N2I2MDBkMmEzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Vincente Minnelli
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,https://www.imdb.com/title/tt13174714/,https://www.fcmlindia.com/images/fifty-days-campaign/no-image.jpg,NA
920,Gone with the Wind (1939),Drama|Romance|War,https://www.imdb.com/title/tt0031381/,"https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Victor Fleming
921,My Favorite Year (1982),Comedy,https://www.imdb.com/title/tt0084370/,"https://m.media-amazon.com/images/M/MV5BNjlhZTYwYzgtODA5MS00OWEyLWI1MWItZThjZmRlYTQ1MGE2XkEyXkFqcGdeQXVyNDI4ODM5MDM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Richard Benjamin
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,https://www.imdb.com/,https://www.fcmlindia.com/images/fifty-days-campaign/no-image.jpg,NA
923,Citizen Kane (1941),Drama|Mystery,https://www.imdb.com/title/tt0033467/,"https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Orson Welles
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,https://www.imdb.com/title/tt0062622/,"https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Stanley Kubrick
926,All About Eve (1950),Drama,https://www.imdb.com/title/tt0042192/,"https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Joseph L. Mankiewicz
927,"Women, The (1939)",Comedy,https://www.imdb.com/title/tt12976200/,"https://m.media-amazon.com/images/M/MV5BMmFhMmExY2ItOTI4MC00MjVjLWIxNGYtMzc5YzgzMzA0NGU3XkEyXkFqcGdeQXVyMjI3MDczMjI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Barbara Necek
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,https://www.imdb.com/title/tt0032976/,"https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR2,0,182,268_AL__QL50.jpg",Alfred Hitchcock
929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,https://www.imdb.com/title/tt0032484/,"https://m.media-amazon.com/images/M/MV5BNmM3ZGE4Y2EtNGFlMS00YjE5LWExYzYtYzQyYTQxYTZlMWRmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Alfred Hitchcock
930,Notorious (1946),Film-Noir|Romance|Thriller,https://www.imdb.com/title/tt0038787/,"https://m.media-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Alfred Hitchcock
931,Spellbound (1945),Mystery|Romance|Thriller,https://www.imdb.com/title/tt0038109/,"https://m.media-amazon.com/images/M/MV5BMjE0ZjdmNjQtNWE0MC00MjVjLTg1MDItYzc5YTE1NGFkNjUzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Alfred Hitchcock
932,"Affair to Remember, An (1957)",Drama|Romance,https://www.imdb.com/title/tt0050105/,"https://m.media-amazon.com/images/M/MV5BN2M3YjI1YTUtNDFlOS00MGNiLWExZjctNjY1ODFhYjYxMWMwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Leo McCarey
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,https://www.imdb.com/title/tt0048728/,"https://m.media-amazon.com/images/M/MV5BODM2ODgyOGYtYzYwMC00ZTEwLTg2MmItZDI2OTdhMTdiMGFiL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Alfred Hitchcock
934,Father of the Bride (1950),Comedy,https://www.imdb.com/title/tt0042451/,"https://m.media-amazon.com/images/M/MV5BNzBlYzAxMjgtOGRmZS00ZmRjLWFmNjQtZjVjZTFlMzE3Y2MzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Vincente Minnelli
935,"Band Wagon, The (1953)",Comedy|Musical,https://www.imdb.com/title/tt0045537/,"https://m.media-amazon.com/images/M/MV5BNGUxZmJkZTgtMmI1Ny00Mzg3LWFlY2QtMjNkM2QwZGVhYTQyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Vincente Minnelli
936,Ninotchka (1939),Comedy|Romance,https://www.imdb.com/title/tt0031725/,"https://m.media-amazon.com/images/M/MV5BNTg0OTEyNjg2NV5BMl5BanBnXkFtZTgwODkyODE0MjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Ernst Lubitsch
937,Love in the Afternoon (1957),Comedy|Romance,https://www.imdb.com/title/tt0050658/,"https://m.media-amazon.com/images/M/MV5BZDgxMTM4OWQtNjJmMS00YTgwLWI0NjItMWRmMDIwMzQzYTMyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Billy Wilder
938,Gigi (1958),Musical,https://www.imdb.com/title/tt0051658/,"https://m.media-amazon.com/images/M/MV5BMWIzNzlkMWUtY2VhYy00NWMwLTg3MWUtZWY4ODZjMjBiMmM1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Vincente Minnelli
940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,https://www.imdb.com/title/tt0029843/,"https://m.media-amazon.com/images/M/MV5BYjZjOTU3MTMtYTM5YS00YjZmLThmNmMtODcwOTM1NmRiMWM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Michael Curtiz
941,"Mark of Zorro, The (1940)",Adventure,https://www.imdb.com/title/tt0032762/,"https://m.media-amazon.com/images/M/MV5BMTU2ODc0NzUyMl5BMl5BanBnXkFtZTgwODQ3NTA1MjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Rouben Mamoulian
942,Laura (1944),Crime|Film-Noir|Mystery,https://www.imdb.com/title/tt0037008/,"https://m.media-amazon.com/images/M/MV5BYjkxOGM5OTktNTRmZi00MjhlLWE2MDktNzY3NjY3NmRjNDUyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Otto Preminger
943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,https://www.imdb.com/title/tt0039420/,"https://m.media-amazon.com/images/M/MV5BNzYxMjIyMmYtMDI2OS00YTgyLWExZWMtODdkZTk1NzRlODgzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",Joseph L. Mankiewicz
944,Lost Horizon (1937),Drama,https://www.imdb.com/title/tt0029162/,"https://m.media-amazon.com/images/M/MV5BNDIwODc3MDAtZWY5Ny00MTNkLTk2ZTMtYTE4NDY4NDk3MTVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Frank Capra
945,Top Hat (1935),Comedy|Musical|Romance,https://www.imdb.com/title/tt0027125/,"https://m.media-amazon.com/images/M/MV5BN2Q0NjE1NTMtOTY5Zi00NWMxLTliOGYtNTg1OGU5M2RjNjVkXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",Mark Sandrich
946,To Be or Not to Be (1942),Comedy|Drama|War,https://www.imdb.com/title/tt0035446/,"https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Ernst Lubitsch
947,My Man Godfrey (1936),Comedy|Romance,https://www.imdb.com/title/tt0028010/,"https://m.media-amazon.com/images/M/MV5BNmMwZTJlMTctYjM5Ni00Zjg4LWEzN2EtZmJlZjcyMmMzM2NiL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Gregory La Cava
948,Giant (1956),Drama|Romance|Western,https://www.imdb.com/title/tt0049261/,"https://m.media-amazon.com/images/M/MV5BODk3YjdjZTItOGVhYi00Mjc2LTgzMDAtMThmYTVkNTBlMWVkXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",George Stevens
949,East of Eden (1955),Drama,https://www.imdb.com/title/tt0048028/,"https://m.media-amazon.com/images/M/MV5BMzE1MzdjNmUtOWU5MS00OTgwLWIzYjYtYTYwYTM0NDkyOTU1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Elia Kazan
950,"Thin Man, The (1934)",Comedy|Crime,https://www.imdb.com/title/tt11137686/,"https://m.media-amazon.com/images/M/MV5BZTg5ZGE5NjctYTk5Ni00OTIxLWI5NmUtZjBjMGJlMjNlODg4XkEyXkFqcGdeQXVyNjM0ODg2Njk@._V1_UY268_CR147,0,182,268_AL__QL50.jpg",Rob Boor
951,His Girl Friday (1940),Comedy|Romance,https://www.imdb.com/title/tt0032599/,"https://m.media-amazon.com/images/M/MV5BZDVmZTZkYjMtNmViZC00ODEzLTgwNDAtNmQ3OGQwOWY5YjFmXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Howard Hawks
952,Around the World in 80 Days (1956),Adventure|Comedy,https://www.imdb.com/title/tt0048960/,"https://m.media-amazon.com/images/M/MV5BNjRhNjVlYTgtODZiOS00OTVhLWE4ZTItZjc3MTFiYWY1YjI5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Michael Anderson
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,https://www.imdb.com/title/tt0038650/,"https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",Frank Capra
954,Mr. Smith Goes to Washington (1939),Drama,https://www.imdb.com/title/tt0031679/,"https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Frank Capra
955,Bringing Up Baby (1938),Comedy|Romance,https://www.imdb.com/title/tt0029947/,"https://m.media-amazon.com/images/M/MV5BMmVkOTRiYmItZjE4NS00MWNjLWE0ZmMtYzg5YzFjMjMyY2RkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Howard Hawks
956,Penny Serenade (1941),Drama|Romance,https://www.imdb.com/title/tt0034012/,"https://m.media-amazon.com/images/M/MV5BMGVjYzU4NjAtOWVkYi00OWQ3LWEwYzMtOTI2ZWY3YTQ1ZGM4L2ltYWdlXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",George Stevens
959,Of Human Bondage (1934),Drama,https://www.imdb.com/title/tt0025586/,"https://m.media-amazon.com/images/M/MV5BNDJiOGNkYTUtZDBmMS00MTgyLWIxYjQtODg0YTU2MTQ4ZDMzXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",John Cromwell
961,Little Lord Fauntleroy (1936),Drama,https://www.imdb.com/title/tt0027893/,"https://m.media-amazon.com/images/M/MV5BOWIxZWM2ZTEtZmU5OS00N2EyLWEyODctZmE3N2Y4NTVmNzQ1L2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",John Cromwell
963,"Inspector General, The (1949)",Musical,https://www.imdb.com/title/tt0041509/,"https://m.media-amazon.com/images/M/MV5BNTg0MjdhZDktMGQzNy00MTg0LWFiZTAtMjNkNTFlZTQ0NGM0XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Henry Koster
965,"39 Steps, The (1935)",Drama|Mystery|Thriller,https://www.imdb.com/title/tt0026029/,"https://m.media-amazon.com/images/M/MV5BMTY5ODAzMTcwOF5BMl5BanBnXkFtZTcwMzYxNDYyNA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Alfred Hitchcock
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,https://www.imdb.com/title/tt0063350/,"https://m.media-amazon.com/images/M/MV5BMzRmN2E1ZDUtZDc2ZC00ZmI3LTkwOTctNzE2ZDIzMGJiMTYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",George A. Romero
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,https://www.imdb.com/title/tt6558218/,https://www.fcmlindia.com/images/fifty-days-campaign/no-image.jpg,NA
970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,https://www.imdb.com/title/tt0046414/,"https://m.media-amazon.com/images/M/MV5BMjA2MDUyMzcxMl5BMl5BanBnXkFtZTgwOTQzNzYzMjE@._V1_UY268_CR12,0,182,268_AL__QL50.jpg",John Huston
971,Cat on a Hot Tin Roof (1958),Drama,https://www.imdb.com/title/tt0051459/,"https://m.media-amazon.com/images/M/MV5BMzFhNTMwNDMtZjY3Yy00NzY3LWI1ZWQtZTQxMWJmODVhZWFkXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Richard Brooks
973,Meet John Doe (1941),Comedy|Drama,https://www.imdb.com/title/tt0033891/,"https://m.media-amazon.com/images/M/MV5BMjJmOGYwNmItMjI5MS00ZGE2LWJlNDUtODZjYTBjNGQ1MTg5XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",Frank Capra
976,"Farewell to Arms, A (1932)",Romance|War,https://www.imdb.com/title/tt0022879/,"https://m.media-amazon.com/images/M/MV5BMzM2ODc0NTY3OF5BMl5BanBnXkFtZTgwMjQwNzkzMjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Frank Borzage
979,Nothing Personal (1995),Drama|War,https://www.imdb.com/title/tt0114007/,"https://m.media-amazon.com/images/M/MV5BMTAyOTM2NjYxMTBeQTJeQWpwZ15BbWU3MDc4ODg4MTE@._V1_UY268_CR2,0,182,268_AL__QL50.jpg",Thaddeus O'Sullivan
981,Dangerous Ground (1997),Drama,https://www.imdb.com/title/tt0118927/,"https://m.media-amazon.com/images/M/MV5BYTk5YjFkZjgtZmVmOS00MGQyLTkyNzYtMzk5ZGEzNDM3ZmEyXkEyXkFqcGdeQXVyMTkzMjM1NzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Darrell Roodt
982,Picnic (1955),Drama,https://www.imdb.com/title/tt0048491/,"https://m.media-amazon.com/images/M/MV5BOGY4MjQ0YmItOTVmYS00ZTVlLTg3N2ItMmUxMzQzZDA0ZmNiXkEyXkFqcGdeQXVyODcwODg0OQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Joshua Logan
984,"Pompatus of Love, The (1996)",Comedy|Drama,https://www.imdb.com/title/tt6154608/,"https://m.media-amazon.com/images/M/MV5BMTQ2OTcyNWQtM2E4YS00YzBkLWE5MTItM2UxOTNiNmEzNzlkXkEyXkFqcGdeQXVyMTI4ODc2NDY@._V1_UY268_CR105,0,182,268_AL__QL50.jpg",Don DuPree
986,Fly Away Home (1996),Adventure|Children,https://www.imdb.com/title/tt0116329/,"https://m.media-amazon.com/images/M/MV5BMTA0OTE5MDQ0NTBeQTJeQWpwZ15BbWU4MDI5OTc3NTMx._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Carroll Ballard
987,Bliss (1997),Drama|Romance,https://www.imdb.com/title/tt0118742/,"https://m.media-amazon.com/images/M/MV5BZTQyYTdlOWMtOTM1MC00ZTRiLWEzYzQtNmFjOTFhOTJkZjI1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Lance Young
988,Grace of My Heart (1996),Comedy|Drama,https://www.imdb.com/title/tt0116442/,"https://m.media-amazon.com/images/M/MV5BOTA0YzkzM2MtNzlhNi00ZTdmLThlMmQtMTI3OGY1NzYxZGRmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",Allison Anders
990,Maximum Risk (1996),Action|Adventure|Thriller,https://www.imdb.com/title/tt0117011/,"https://m.media-amazon.com/images/M/MV5BMzY5ZWQ0OTMtZjdiYy00YzhmLTg5MDAtMzRlMTllMDliMDJkXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Ringo Lam
991,Michael Collins (1996),Drama,https://www.imdb.com/title/tt0117039/,"https://m.media-amazon.com/images/M/MV5BZjE5NGFmMGYtNmU1MC00ZWQxLWIzMzEtZjgzZjljMWNmYjE1XkEyXkFqcGdeQXVyNTYzNDI3MzQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Neil Jordan
993,Infinity (1996),Drama,https://www.imdb.com/title/tt0116635/,"https://m.media-amazon.com/images/M/MV5BYzYxZjlhMTMtMmNjMy00MTUyLThhYjItMDhhMWQ1M2JmMGEzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Matthew Broderick
994,Big Night (1996),Comedy|Drama,https://www.imdb.com/title/tt0115678/,"https://m.media-amazon.com/images/M/MV5BNTlhODIzNzEtNjE3ZC00NjBjLWE3ZTQtN2U1YjQ0ZGUxODc1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Campbell Scott
996,Last Man Standing (1996),Action|Crime|Drama|Thriller,https://www.imdb.com/title/tt0116830/,"https://m.media-amazon.com/images/M/MV5BOThkYmJjYTMtOWMzNC00ZjQ4LWI4NzAtYjRlMDA3ZWMyYWRmXkEyXkFqcGdeQXVyNDIyMjczNjI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Walter Hill
998,Set It Off (1996),Action|Crime,https://www.imdb.com/title/tt0117603/,"https://m.media-amazon.com/images/M/MV5BZjU0ZjgwMjctZjg1Ni00NmQxLThlZDEtNTMzZDkyMjNkZDI3XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",F. Gary Gray
999,2 Days in the Valley (1996),Crime|Film-Noir,https://www.imdb.com/title/tt0115438/,"https://m.media-amazon.com/images/M/MV5BZDI0ZmFmYTgtMTQ5OS00MTVmLTgwNWYtNzIyY2Y5NjYxNzgyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",John Herzfeld
1003,Extreme Measures (1996),Drama|Thriller,https://www.imdb.com/title/tt0116259/,"https://m.media-amazon.com/images/M/MV5BZWVlMmJhYWUtMzc1ZC00OGY2LTk2YmItMTM4NmMyYzA3YjAyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Michael Apted
1004,"Glimmer Man, The (1996)",Action|Thriller,https://www.imdb.com/title/tt0116421/,"https://m.media-amazon.com/images/M/MV5BYzgzZWY4YWMtMTQ4Yi00ZGQ4LTg4YjItNGNhMGM0ZWViNmY3XkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",John Gray
1005,D3: The Mighty Ducks (1996),Children|Comedy,https://www.imdb.com/title/tt0116000/,"https://m.media-amazon.com/images/M/MV5BNWMyZmNkNTMtYTZlMi00MmQ5LWE4NWQtMzVjZWZhNmU1Yjc1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Robert Lieberman
1006,"Chamber, The (1996)",Drama,https://www.imdb.com/title/tt0115862/,"https://m.media-amazon.com/images/M/MV5BN2E2ODZjODctZmQ0Mi00YjRkLThjMDEtMGUyYmE1ZDI5MzU3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",James Foley
